Topic,DataValue,Stratification1,Location
Alcohol,24.1,Age >=65,New Jersey
Cancer,24.1,Overall,Washington
Cancer,24.1,Overall,Georgia
Cardiovascular Disease,24.1,Male,Missouri
Cancer,24.1,Overall,Mississippi
Alcohol,24.1,"White, non-Hispanic",Tennessee
Cancer,24.1,"Black, non-Hispanic",Nevada
Alcohol,24.1,Age >=65,Maryland
Cancer,24.1,Female,Washington
Chronic Obstructive Pulmonary Disease,24.15,Hispanic,Arkansas
Cardiovascular Disease,24.18,"White, non-Hispanic",Alabama
Alcohol,24.2,Male,Colorado
Chronic Obstructive Pulmonary Disease,24.2,Age 45-64,New Hampshire
Alcohol,24.2,"White, non-Hispanic",Wyoming
Cardiovascular Disease,24.2,"Asian, non-Hispanic",Arizona
Cardiovascular Disease,24.2,"Asian, non-Hispanic",Iowa
Cardiovascular Disease,24.2,"Asian, non-Hispanic",Connecticut
Cancer,24.2,"White, non-Hispanic",Delaware
Cardiovascular Disease,24.2,"Asian, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,24.2,Age 45-64,Vermont
Alcohol,24.2,Age 45-64,Hawaii
Cancer,24.2,Male,Mississippi
Cancer,24.2,"White, non-Hispanic",Minnesota
Cardiovascular Disease,24.2,"Asian, non-Hispanic",Georgia
Chronic Obstructive Pulmonary Disease,24.2,"Asian, non-Hispanic",Virginia
Cardiovascular Disease,24.25,Female,Indiana
Cardiovascular Disease,24.3,Age 45-64,New Mexico
Chronic Obstructive Pulmonary Disease,24.3,Age 45-64,Nevada
Alcohol,24.3,Age >=65,New Jersey
Chronic Obstructive Pulmonary Disease,24.3,Hispanic,Georgia
Cardiovascular Disease,24.3,"Asian, non-Hispanic",Minnesota
Cardiovascular Disease,24.3,Male,Utah
Cancer,24.3,"White, non-Hispanic",Nevada
Diabetes,24.3,"Multiracial, non-Hispanic",Minnesota
Cardiovascular Disease,24.3,"Asian, non-Hispanic",Indiana
Chronic Obstructive Pulmonary Disease,24.3,Hispanic,North Carolina
Alcohol,24.3,"White, non-Hispanic",Mississippi
Cardiovascular Disease,24.3,"White, non-Hispanic",Georgia
Cardiovascular Disease,24.3,"Asian, non-Hispanic",Minnesota
Cardiovascular Disease,24.3,"Multiracial, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,24.3,Age 45-64,New Hampshire
Diabetes,24.3,"Multiracial, non-Hispanic",Florida
Cancer,24.3,"White, non-Hispanic",Washington
Cardiovascular Disease,24.3,Hispanic,Oklahoma
Cardiovascular Disease,24.3,"Asian, non-Hispanic",Utah
Alcohol,24.3,"White, non-Hispanic",West Virginia
Cardiovascular Disease,24.31,Male,Mississippi
Cardiovascular Disease,24.31,Male,Tennessee
Chronic Obstructive Pulmonary Disease,24.33,"Asian or Pacific Islander, non-Hispanic",Kansas
Cardiovascular Disease,24.37,Female,Indiana
Alcohol,24.4,Overall,Wyoming
Cancer,24.4,"Black, non-Hispanic",Missouri
Cardiovascular Disease,24.4,Hispanic,Nebraska
Cancer,24.4,Female,Idaho
Cancer,24.4,"White, non-Hispanic",Idaho
Cancer,24.4,Female,Connecticut
Chronic Obstructive Pulmonary Disease,24.4,Hispanic,Georgia
Diabetes,24.4,"Asian, non-Hispanic",Pennsylvania
Cancer,24.4,"Black, non-Hispanic",New Mexico
Cardiovascular Disease,24.4,Hispanic,Rhode Island
Chronic Obstructive Pulmonary Disease,24.4,Hispanic,New York
Alcohol,24.4,Overall,Arizona
Alcohol,24.4,Male,Mississippi
Cancer,24.4,Overall,Idaho
Cancer,24.4,"Black, non-Hispanic",New Mexico
Cancer,24.4,Overall,Connecticut
Cancer,24.4,"Black, non-Hispanic",Missouri
Cardiovascular Disease,24.41,Overall,Tennessee
Cardiovascular Disease,24.43,Female,Wisconsin
Cardiovascular Disease,24.45,Overall,Massachusetts
Cardiovascular Disease,24.45,"White, non-Hispanic",Minnesota
Cardiovascular Disease,24.49,Overall,Alabama
Chronic Obstructive Pulmonary Disease,24.49,"Asian or Pacific Islander, non-Hispanic",Nebraska
Cardiovascular Disease,24.49,Female,Tennessee
Cardiovascular Disease,24.49,Hispanic,Arizona
Alcohol,24.5,"White, non-Hispanic",Alabama
Cardiovascular Disease,24.5,Hispanic,Rhode Island
Alcohol,24.5,Male,Oregon
Cancer,24.5,"Black, non-Hispanic",Tennessee
Cardiovascular Disease,24.5,"Asian, non-Hispanic",Indiana
Diabetes,24.5,"Asian, non-Hispanic",Utah
Cancer,24.5,"White, non-Hispanic",North Dakota
Alcohol,24.5,Age 45-64,Louisiana
Cancer,24.5,"Black, non-Hispanic",Delaware
Cardiovascular Disease,24.5,Age 45-64,Illinois
Alcohol,24.5,Male,Oklahoma
Cancer,24.5,"Black, non-Hispanic",Kentucky
Alcohol,24.5,"White, non-Hispanic",Nevada
Cardiovascular Disease,24.55,"Black, non-Hispanic",New Mexico
Chronic Obstructive Pulmonary Disease,24.55,"Asian or Pacific Islander, non-Hispanic",New Jersey
Cardiovascular Disease,24.57,Hispanic,New Jersey
Cardiovascular Disease,24.58,"White, non-Hispanic",Wisconsin
Cancer,24.6,Overall,Rhode Island
Cancer,24.6,Female,Rhode Island
Cardiovascular Disease,24.6,Male,North Carolina
Chronic Obstructive Pulmonary Disease,24.6,Age 45-64,Idaho
Cardiovascular Disease,24.6,Age 45-64,North Carolina
Chronic Obstructive Pulmonary Disease,24.6,Age 45-64,Rhode Island
Cancer,24.6,"Black, non-Hispanic",Ohio
Cardiovascular Disease,24.6,"Asian, non-Hispanic",Massachusetts
Alcohol,24.6,"White, non-Hispanic",Arizona
Alcohol,24.6,Age >=65,Iowa
Chronic Obstructive Pulmonary Disease,24.6,Hispanic,Nevada
Chronic Obstructive Pulmonary Disease,24.61,Hispanic,Kansas
Cardiovascular Disease,24.62,"White, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,24.63,"Asian or Pacific Islander, non-Hispanic",Utah
Cardiovascular Disease,24.68,"Black, non-Hispanic",New Hampshire
Chronic Obstructive Pulmonary Disease,24.7,Age 45-64,Oregon
Alcohol,24.7,Male,Alabama
Cancer,24.7,"Black, non-Hispanic",Michigan
Alcohol,24.7,"White, non-Hispanic",Wyoming
Cardiovascular Disease,24.7,Age 45-64,South Dakota
Cardiovascular Disease,24.7,"Black, non-Hispanic",Minnesota
Cancer,24.7,"American Indian or Alaska Native, non-Hispanic",Alaska
Chronic Obstructive Pulmonary Disease,24.7,Age 45-64,South Dakota
Cancer,24.7,Female,Wisconsin
Cancer,24.7,Female,Wisconsin
Alcohol,24.7,Male,Nevada
Cancer,24.7,"White, non-Hispanic",West Virginia
Cardiovascular Disease,24.7,"Asian, non-Hispanic",Georgia
Cancer,24.7,"Asian or Pacific Islander, non-Hispanic",California
Cancer,24.7,"White, non-Hispanic",Washington
Cancer,24.7,Overall,Wisconsin
Cancer,24.7,Overall,Wisconsin
Cardiovascular Disease,24.71,Overall,Indiana
Cardiovascular Disease,24.74,Male,Minnesota
Cardiovascular Disease,24.76,Overall,New Jersey
Cardiovascular Disease,24.76,Male,New York
Cardiovascular Disease,24.77,Overall,North Carolina
Cardiovascular Disease,24.78,Female,Connecticut
Cancer,24.8,Overall,Maine
Cancer,24.8,"White, non-Hispanic",West Virginia
Cardiovascular Disease,24.8,"Asian, non-Hispanic",Pennsylvania
Cancer,24.8,Male,Maine
Cancer,24.8,"Black, non-Hispanic",Indiana
Cardiovascular Disease,24.8,"Asian, non-Hispanic",Utah
Alcohol,24.8,"White, non-Hispanic",Florida
Cancer,24.8,Hispanic,North Dakota
Chronic Obstructive Pulmonary Disease,24.8,Hispanic,Maryland
Cancer,24.8,"Black, non-Hispanic",New Mexico
Cancer,24.8,"American Indian or Alaska Native, non-Hispanic",Alaska
Cardiovascular Disease,24.8,"Asian, non-Hispanic",Oklahoma
Cardiovascular Disease,24.86,"American Indian or Alaska Native, non-Hispanic",Washington
Cardiovascular Disease,24.88,Overall,Georgia
Alcohol,24.9,Hispanic,Colorado
Alcohol,24.9,Female,Wyoming
Cancer,24.9,"American Indian or Alaska Native, non-Hispanic",North Carolina
Cancer,24.9,Overall,Vermont
Cancer,24.9,Overall,Rhode Island
Cancer,24.9,Female,Rhode Island
Cancer,24.9,"White, non-Hispanic",Connecticut
Cancer,24.9,Female,Vermont
Cancer,24.9,Female,South Dakota
Cancer,24.9,"American Indian or Alaska Native, non-Hispanic",Tennessee
Cancer,24.9,Overall,South Dakota
Cardiovascular Disease,24.91,Female,North Carolina
Cardiovascular Disease,24.92,Female,Wisconsin
Cardiovascular Disease,24.92,"American Indian or Alaska Native, non-Hispanic",North Dakota
Cardiovascular Disease,24.94,Overall,Minnesota
Cardiovascular Disease,24.96,Female,New Jersey
Cardiovascular Disease,24.97,Female,Massachusetts
Cardiovascular Disease,24.99,Overall,Florida
Cancer,25.0,"White, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,25.0,Hispanic,New Jersey
Chronic Obstructive Pulmonary Disease,25.0,"Multiracial, non-Hispanic",Texas
Cancer,25.0,Female,Connecticut
Alcohol,25.0,Male,Montana
Cardiovascular Disease,25.0,Hispanic,Idaho
Cancer,25.0,Overall,Connecticut
Cancer,25.0,"Black, non-Hispanic",Michigan
Cardiovascular Disease,25.03,"Black, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,25.04,"Asian or Pacific Islander, non-Hispanic",Arizona
Cardiovascular Disease,25.04,Hispanic,New Mexico
Cardiovascular Disease,25.05,Male,Massachusetts
Cardiovascular Disease,25.08,"White, non-Hispanic",Alabama
Cardiovascular Disease,25.09,Overall,Indiana
Diabetes,25.1,"Multiracial, non-Hispanic",Minnesota
Alcohol,25.1,Age >=65,Hawaii
Cancer,25.1,"White, non-Hispanic",Idaho
Alcohol,25.1,Hispanic,Colorado
Cardiovascular Disease,25.1,Age 45-64,Florida
Alcohol,25.1,Age 45-64,Pennsylvania
Cardiovascular Disease,25.1,"Multiracial, non-Hispanic",New Jersey
Cardiovascular Disease,25.1,"Multiracial, non-Hispanic",Washington
Cancer,25.1,"Black, non-Hispanic",Arkansas
Cancer,25.1,Overall,Iowa
Cancer,25.1,Overall,Maine
Alcohol,25.1,Male,Tennessee
Cancer,25.1,Female,Iowa
Cardiovascular Disease,25.1,"Black, non-Hispanic",Iowa
Cancer,25.1,Male,Maine
Cardiovascular Disease,25.1,Hispanic,Wisconsin
Cardiovascular Disease,25.12,Female,Minnesota
Cardiovascular Disease,25.12,Male,Texas
Cardiovascular Disease,25.18,Overall,Wisconsin
Cardiovascular Disease,25.2,Age 45-64,New Mexico
Cancer,25.2,Female,South Dakota
Chronic Obstructive Pulmonary Disease,25.2,Age 45-64,South Dakota
Cancer,25.2,"White, non-Hispanic",Rhode Island
Cancer,25.2,"Black, non-Hispanic",Ohio
Cancer,25.2,Female,Iowa
Cardiovascular Disease,25.2,Overall,Texas
Cancer,25.2,"Black, non-Hispanic",Kentucky
Cancer,25.2,Overall,Iowa
Alcohol,25.2,Age 45-64,Minnesota
Alcohol,25.2,Male,Oklahoma
Cancer,25.2,Overall,New York
Cancer,25.2,Female,New York
Alcohol,25.2,"White, non-Hispanic",Nevada
Cardiovascular Disease,25.2,Hispanic,Illinois
Cancer,25.2,"White, non-Hispanic",Wisconsin
Alcohol,25.2,Age 45-64,Massachusetts
Cancer,25.2,Overall,South Dakota
Chronic Obstructive Pulmonary Disease,25.22,"Asian or Pacific Islander, non-Hispanic",North Carolina
Cardiovascular Disease,25.22,"White, non-Hispanic",Illinois
Cardiovascular Disease,25.25,"White, non-Hispanic",Florida
Cardiovascular Disease,25.27,Female,Texas
Cardiovascular Disease,25.28,Male,Indiana
Cardiovascular Disease,25.3,"Asian, non-Hispanic",Georgia
Cancer,25.3,Female,Idaho
Cancer,25.3,Overall,Idaho
Cardiovascular Disease,25.3,"Black, non-Hispanic",Iowa
Cancer,25.3,Overall,New York
Alcohol,25.3,"White, non-Hispanic",Hawaii
Cardiovascular Disease,25.3,Age 45-64,Florida
Cardiovascular Disease,25.3,Male,Utah
Cancer,25.3,Female,New York
Cardiovascular Disease,25.37,"White, non-Hispanic",Missouri
Diabetes,25.4,"Asian, non-Hispanic",Virginia
Cancer,25.4,"White, non-Hispanic",Wyoming
Cancer,25.4,"American Indian or Alaska Native, non-Hispanic",Pennsylvania
Cancer,25.4,"Black, non-Hispanic",Florida
Cancer,25.4,"Black, non-Hispanic",Connecticut
Cancer,25.4,Overall,Nebraska
Cancer,25.4,Female,Nebraska
Chronic Obstructive Pulmonary Disease,25.4,"Asian, non-Hispanic",North Carolina
Alcohol,25.4,Age 45-64,Vermont
Alcohol,25.4,Male,Maine
Cardiovascular Disease,25.4,"Asian, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,25.4,Hispanic,California
Chronic Obstructive Pulmonary Disease,25.42,"Asian or Pacific Islander, non-Hispanic",Nebraska
Cardiovascular Disease,25.43,"White, non-Hispanic",Louisiana
Cardiovascular Disease,25.45,Hispanic,Arizona
Cardiovascular Disease,25.47,"Black, non-Hispanic",Delaware
Cardiovascular Disease,25.47,Male,West Virginia
Cardiovascular Disease,25.47,Male,West Virginia
Cardiovascular Disease,25.47,Male,Wisconsin
Cardiovascular Disease,25.48,"White, non-Hispanic",Kentucky
Cardiovascular Disease,25.5,Hispanic,Wisconsin
Cancer,25.5,"White, non-Hispanic",Iowa
Diabetes,25.5,"Asian, non-Hispanic",North Carolina
Cardiovascular Disease,25.5,Female,Illinois
Cancer,25.5,Overall,Arkansas
Cancer,25.5,Female,Arkansas
Cardiovascular Disease,25.5,Age 45-64,Texas
Cardiovascular Disease,25.5,Hispanic,Illinois
Cancer,25.5,"Black, non-Hispanic",New York
Cancer,25.5,"White, non-Hispanic",Wyoming
Chronic Obstructive Pulmonary Disease,25.54,"American Indian or Alaska Native, non-Hispanic",Utah
Chronic Obstructive Pulmonary Disease,25.55,"Asian or Pacific Islander, non-Hispanic",Arkansas
Cancer,25.6,Male,West Virginia
Cardiovascular Disease,25.6,"Asian, non-Hispanic",Virginia
Cancer,25.6,"White, non-Hispanic",Wisconsin
Cancer,25.6,"Black, non-Hispanic",Arkansas
Cardiovascular Disease,25.6,Overall,Utah
Chronic Obstructive Pulmonary Disease,25.6,Hispanic,Virginia
Cancer,25.6,"Black, non-Hispanic",Florida
Cancer,25.6,Male,Vermont
Alcohol,25.6,Age >=65,Louisiana
Cancer,25.6,"American Indian or Alaska Native, non-Hispanic",Maryland
Cancer,25.6,Overall,Vermont
Alcohol,25.6,Male,South Carolina
Alcohol,25.6,Age >=65,Iowa
Alcohol,25.6,Age 45-64,Kansas
Alcohol,25.6,Age 45-64,Massachusetts
Alcohol,25.6,Age 45-64,Utah
Cardiovascular Disease,25.61,Male,Alabama
Cardiovascular Disease,25.62,"Asian or Pacific Islander, non-Hispanic",Minnesota
Chronic Obstructive Pulmonary Disease,25.63,"Asian or Pacific Islander, non-Hispanic",Kentucky
Cardiovascular Disease,25.65,"Black, non-Hispanic",New Mexico
Cardiovascular Disease,25.69,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cancer,25.7,"White, non-Hispanic",Connecticut
Cardiovascular Disease,25.7,"Asian, non-Hispanic",Oregon
Alcohol,25.7,Age 45-64,Virginia
Cancer,25.7,Female,Arkansas
Cancer,25.7,"Black, non-Hispanic",Florida
Cancer,25.7,Overall,Arkansas
Chronic Obstructive Pulmonary Disease,25.7,"Multiracial, non-Hispanic",Texas
Cardiovascular Disease,25.7,"Asian, non-Hispanic",Utah
Cardiovascular Disease,25.7,"White, non-Hispanic",Connecticut
Alcohol,25.7,Age 45-64,Delaware
Cardiovascular Disease,25.71,Overall,West Virginia
Chronic Obstructive Pulmonary Disease,25.79,"Asian or Pacific Islander, non-Hispanic",Georgia
Cardiovascular Disease,25.79,Male,Kentucky
Cancer,25.8,"American Indian or Alaska Native, non-Hispanic",Wyoming
Cancer,25.8,Overall,Kansas
Alcohol,25.8,Age >=65,Massachusetts
Cancer,25.8,"Black, non-Hispanic",Nevada
Cancer,25.8,Female,Nevada
Alcohol,25.8,Overall,Alaska
Alcohol,25.8,Age 45-64,Louisiana
Cancer,25.8,Female,Kansas
Diabetes,25.8,Hispanic,North Carolina
Chronic Obstructive Pulmonary Disease,25.8,Hispanic,Oklahoma
Alcohol,25.8,Age 45-64,Iowa
Chronic Obstructive Pulmonary Disease,25.8,"Asian, non-Hispanic",California
Cardiovascular Disease,25.8,"White, non-Hispanic",West Virginia
Cardiovascular Disease,25.8,"White, non-Hispanic",Tennessee
Cancer,25.8,"American Indian or Alaska Native, non-Hispanic",Wyoming
Cancer,25.8,Overall,Nevada
Cardiovascular Disease,25.86,"American Indian or Alaska Native, non-Hispanic",Oklahoma
Cardiovascular Disease,25.87,Hispanic,Arizona
Cardiovascular Disease,25.87,Hispanic,Iowa
Chronic Obstructive Pulmonary Disease,25.87,"American Indian or Alaska Native, non-Hispanic",North Carolina
Cardiovascular Disease,25.89,Female,Louisiana
Alcohol,25.9,Age >=65,Kansas
Cancer,25.9,"White, non-Hispanic",Colorado
Cancer,25.9,Overall,North Carolina
Cancer,25.9,"Black, non-Hispanic",Maryland
Cancer,25.9,Overall,Nevada
Cancer,25.9,Overall,Montana
Chronic Obstructive Pulmonary Disease,25.9,Hispanic,Pennsylvania
Cardiovascular Disease,25.9,"Asian, non-Hispanic",Georgia
Alcohol,25.9,Male,Alabama
Cancer,25.9,Female,North Carolina
Alcohol,25.9,Age 45-64,Ohio
Alcohol,25.9,"White, non-Hispanic",Oregon
Cancer,25.9,Male,Montana
Cancer,25.9,Female,New Hampshire
Cancer,25.9,"Black, non-Hispanic",Indiana
Alcohol,25.9,Age 45-64,Maine
Cardiovascular Disease,25.9,Hispanic,Georgia
Cancer,25.9,"White, non-Hispanic",Rhode Island
Cancer,25.9,Female,Nevada
Cancer,25.9,Overall,New Hampshire
Cardiovascular Disease,25.9,Hispanic,Indiana
Cardiovascular Disease,25.91,Female,West Virginia
Cardiovascular Disease,25.93,"White, non-Hispanic",New Jersey
Chronic Obstructive Pulmonary Disease,25.95,"Asian or Pacific Islander, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,25.96,Hispanic,Washington
Chronic Obstructive Pulmonary Disease,25.96,"Asian or Pacific Islander, non-Hispanic",Alabama
Cardiovascular Disease,25.98,Male,Indiana
Cancer,26.0,"Black, non-Hispanic",Pennsylvania
Cardiovascular Disease,26.0,Male,Alaska
Cardiovascular Disease,26.0,Age 45-64,Ohio
Cancer,26.0,"White, non-Hispanic",Minnesota
Cardiovascular Disease,26.0,Hispanic,Ohio
Cardiovascular Disease,26.0,Hispanic,Hawaii
Cancer,26.0,Overall,New Hampshire
Alcohol,26.0,"White, non-Hispanic",Florida
Cancer,26.0,Overall,Indiana
Cancer,26.0,Overall,Oregon
Cancer,26.0,Female,Montana
Alcohol,26.0,Age 45-64,Vermont
Cancer,26.0,"Black, non-Hispanic",Tennessee
Cancer,26.0,Female,Indiana
Cancer,26.0,"Black, non-Hispanic",Oklahoma
Cancer,26.0,"Black, non-Hispanic",New York
Cancer,26.0,Female,New Hampshire
Cancer,26.0,Overall,Montana
Alcohol,26.0,Age >=65,North Dakota
Cancer,26.0,Female,Oregon
Chronic Obstructive Pulmonary Disease,26.05,Hispanic,Kansas
Cardiovascular Disease,26.06,Male,Georgia
Cardiovascular Disease,26.08,Overall,Connecticut
Alcohol,26.1,"White, non-Hispanic",Wyoming
Cardiovascular Disease,26.1,"Multiracial, non-Hispanic",Nevada
Alcohol,26.1,Age 45-64,Delaware
Chronic Obstructive Pulmonary Disease,26.1,Age 45-64,Delaware
Cancer,26.1,Overall,Nebraska
Cancer,26.1,Female,Nebraska
Cancer,26.1,Overall,Kansas
Cancer,26.1,"White, non-Hispanic",Maine
Cancer,26.1,Female,Colorado
Cancer,26.1,Overall,Virginia
Cardiovascular Disease,26.1,Age 45-64,Nevada
Cancer,26.1,Female,Kansas
Cancer,26.1,Female,Virginia
Cancer,26.1,"White, non-Hispanic",Vermont
Cardiovascular Disease,26.1,"Asian, non-Hispanic",Ohio
Cardiovascular Disease,26.1,Hispanic,Missouri
Alcohol,26.1,Male,Colorado
Cardiovascular Disease,26.1,"Black, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,26.1,"Asian, non-Hispanic",Ohio
Cardiovascular Disease,26.17,Female,Texas
Alcohol,26.2,Age >=65,Nebraska
Cancer,26.2,Overall,Vermont
Cancer,26.2,Female,New Mexico
Cancer,26.2,Overall,Colorado
Alcohol,26.2,Age >=65,New Jersey
Cancer,26.2,Overall,New Mexico
Cardiovascular Disease,26.2,"White, non-Hispanic",Massachusetts
Cancer,26.2,Female,Vermont
Cancer,26.2,"Black, non-Hispanic",Virginia
Alcohol,26.2,"White, non-Hispanic",South Carolina
Cardiovascular Disease,26.2,Overall,Illinois
Cardiovascular Disease,26.2,"Asian, non-Hispanic",Kansas
Cardiovascular Disease,26.2,Age 45-64,Indiana
Cardiovascular Disease,26.21,"White, non-Hispanic",Louisiana
Cardiovascular Disease,26.21,Female,New York
Cardiovascular Disease,26.23,Overall,Kentucky
Chronic Obstructive Pulmonary Disease,26.25,"Asian or Pacific Islander, non-Hispanic",Georgia
Chronic Obstructive Pulmonary Disease,26.3,Age 45-64,Idaho
Cancer,26.3,"White, non-Hispanic",Minnesota
Cardiovascular Disease,26.3,"Asian, non-Hispanic",Alabama
Cancer,26.3,Overall,Oregon
Cancer,26.3,Male,Colorado
Cancer,26.3,Overall,North Carolina
Cardiovascular Disease,26.3,Hispanic,Pennsylvania
Cancer,26.3,Female,Virginia
Cardiovascular Disease,26.3,Hispanic,Louisiana
Cancer,26.3,"White, non-Hispanic",Colorado
Cancer,26.3,Overall,Indiana
Cancer,26.3,Female,Oregon
Alcohol,26.3,Overall,South Dakota
Cancer,26.3,"White, non-Hispanic",Maine
Cardiovascular Disease,26.3,"Multiracial, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,26.3,Hispanic,Indiana
Cancer,26.3,Overall,Virginia
Cancer,26.3,Female,Indiana
Alcohol,26.3,Male,Arkansas
Cancer,26.3,Female,North Carolina
Alcohol,26.3,Age 45-64,Missouri
Cardiovascular Disease,26.34,"American Indian or Alaska Native, non-Hispanic",Arkansas
Cardiovascular Disease,26.34,"White, non-Hispanic",Minnesota
Cardiovascular Disease,26.35,"White, non-Hispanic",Florida
Cardiovascular Disease,26.36,Overall,Massachusetts
Diabetes,26.4,"Multiracial, non-Hispanic",Florida
Cardiovascular Disease,26.4,"Asian, non-Hispanic",Connecticut
Cancer,26.4,Overall,New Mexico
Cancer,26.4,Female,New Mexico
Chronic Obstructive Pulmonary Disease,26.4,Age 45-64,Montana
Diabetes,26.4,"Asian, non-Hispanic",Connecticut
Alcohol,26.4,Age 45-64,Nebraska
Chronic Obstructive Pulmonary Disease,26.4,Hispanic,Maryland
Cancer,26.4,Male,West Virginia
Cardiovascular Disease,26.4,"Multiracial, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,26.4,Age 45-64,Florida
Cardiovascular Disease,26.42,Hispanic,Texas
Cardiovascular Disease,26.43,"American Indian or Alaska Native, non-Hispanic",California
Cardiovascular Disease,26.45,"American Indian or Alaska Native, non-Hispanic",Oklahoma
